"url","title","publisher","date","category","keyword","country","image"
"https://www.manchestereveningnews.co.uk/sport/football/football-news/premier-league-forced-release-var-31064073","Premier League forced to release VAR statement after major decision during Man City vs Liverpool","Manchester Evening News","2025-02-23T18:40:00.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iK0NnNVBRWE42WkdWUVFUY3dXVWN0VFJEZ0F4aUFCU2dLTWdZTmFZNm1wZ2M=-w200-h112-p-df-rw"
"https://www.yorkshireeveningpost.co.uk/sport/football/leeds-united/neil-warnock-makes-leeds-united-championship-promotion-prediction-as-premier-league-survival-chances-rated-5004123","Neil Warnock makes Leeds United Championship promotion prediction as Premier League survival chances rated","Yorkshire Evening Post","2025-02-24T11:14:00.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iK0NnNWFNMFZpWkdScVUwSkVUMmcxVFJERUF4aW1CU2dLTWdZSlFwd3VJUWs=-w200-h112-p-df-rw"
"https://www.mirror.co.uk/sport/football/news/liverpool-mohamed-salah-premier-league-34738366","Mohamed Salah’s Premier League legacy decided as Liverpool star breaks more records","The Mirror","2025-02-24T13:58:00.000Z","News about Premier League • Liverpool","Premier league","GB","https://news.google.com/api/attachments/CC8iI0NnNTVablJtWjFZNFUzRnNXbWxRVFJEZ0F4aUFCU2dLTWdB=-w64-h64-p-df-rw"
"https://www.independent.co.uk/sport/football/liverpool-arsenal-fixtures-premier-league-title-race-b2703375.html","Premier League title race: Who has the best fixtures - Liverpool or Arsenal?","The Independent","2025-02-24T07:34:00.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iL0NnNXFjVUY0UWswMVYyRjNUV0k0VFJERUF4aW1CU2dLTWdrQk1xQURIMm85aGdJ=-w200-h112-p-df-rw"
"https://www.dailymail.co.uk/sport/football/article-14427473/Pundits-Mo-Salah-greatest-Premier-League-player-Jamie-Carragher.html","Pundits debate whether Mo Salah is the greatest Premier League player EVER - as Jamie Carragher and Co laud la","Daily Mail","2025-02-24T08:38:50.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iK0NnNHdaUzFoYzJkUExWRldRVWx6VFJDZkF4ampCU2dLTWdZbFJwTHNIUWs=-w200-h112-p-df-rw"
"https://inews.co.uk/sport/football/the-score-verdict-premier-league-team-gameweek-26-3550271","The Score: Our verdict on every Premier League team after Gameweek 26","inews","2025-02-24T06:00:00.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iK0NnNXljVGxJYmt4MGNXbHdabHA2VFJDUkF4ajhCU2dLTWdZQkVKNk5GQW8=-w200-h112-p-df-rw"
"https://theanalyst.com/na/2025/02/who-will-win-the-premier-league-title-opta-2024-25","Who Will Win the Premier League Title in 2024-25? The Opta Supercomputer Predictions","The Analyst","2025-02-22T19:30:00.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iK0NnNU1Ua293YVVjM1dGaFFRbkptVFJDSEF4aVBCaWdLTWdZTk1wYm1JQWs=-w200-h112-p-df-rw"
"https://news.paddypower.com/football-news/2025/02/24/paddy-power-pay-out-liverpool-premier-league-champions-2024-25/","We’ve seen enough! Paddy Power pay out early on Liverpool Premier League title win after Arsenal defeat","Paddy Power News","2025-02-24T12:52:08.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iK0NnNXlNV1U0VnpCS1EwVnRhRU5LVFJDM0F4aTZCU2dLTWdhQlFackZKZ2c=-w200-h112-p-df-rw"
"https://www.express.co.uk/sport/football/2018603/Arsenal-news-Premier-League-Mikel-Arteta","Arsenal facing new Premier League reality as Mikel Arteta priority emerges","Express","2025-02-24T14:07:00.000Z","News about Premier League • Liverpool • Arsenal","Premier league","GB","https://news.google.com/api/attachments/CC8iI0NnNVJTRjlwTkZSeE9YUjVTWFZCVFJDUkF4ajhCU2dLTWdB=-w64-h64-p-df-rw"
"https://www.chroniclelive.co.uk/sport/football/football-news/man-city-115-premier-league-31071717","Man City 115 Premier League charges latest as Newcastle United learn new 'most likely outcome'","Chronicle Live","2025-02-24T17:30:00.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iK0NnNUtkWGR2UW1sbk9VbFhjMGQyVFJDM0FSaVRBaWdCTWdZcFZaU3VxUWM=-w200-h112-p-df-rw"
"https://www.shieldsgazette.com/sport/football/newcastle-united/definitely-not-callum-wilson-hits-back-at-newcastle-united-and-premier-league-criticism-5003411","‘Definitely not’ - Callum Wilson hits back at Newcastle United and PL criticism","Shields Gazette","2025-02-24T08:00:00.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iK0NnNUpiVjg0TWpKM2VsY3pYMjh0VFJERUF4aW1CU2dLTWdZWk41UkpHZ28=-w200-h112-p-df-rw"
"https://www.dailystar.co.uk/sport/football/when-liverpool-win-premier-league-34736521","When Liverpool can mathematically win Premier League and what Arsenal must try to avoid","Daily Star","2025-02-24T10:15:00.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iK0NnNUlSVkp1UTB4M2RtaFpTa1EwVFJDWkF4am5CQ2dLTWdZVlZJaFBvUWc=-w200-h112-p-df-rw"
"https://www.mirror.co.uk/sport/football/news/everton-manchester-united-penalty-var-34739201","New VAR details confirm worst Everton fears over Man Utd penalty controversy","The Mirror","2025-02-24T14:20:00.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iK0NnNVZZbnBNV1dKblVGQm5VV1F4VFJEZ0F4aUFCU2dLTWdhaEZwSUxsZ28=-w200-h112-p-df-rw"
"https://www.bbc.co.uk/sport/football/live/cgmy3gk73ykt","Aston Villa vs Liverpool LIVE: Premier League score, stats & updates","BBC","2025-02-19T21:33:45.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iK0NnNVJVMVpzY2xkNVpVZ3pRbGRhVFJDZkF4ampCU2dLTWdhQkk1QnhrUW8=-w200-h112-p-df-rw"
"https://www.mancity.com/news/mens/manchester-city-liverpool-team-news-february-2025-63875919","City make four changes for Premier League clash with Liverpool","Manchester City FC","2025-02-23T15:15:00.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iK0NnNHdVMWt6YURoak1rNW1aMVppVFJDb0FSaXNBaWdCTWdhQkE0Nmdnd3c=-w200-h112-p-df-rw"
"https://www.liverpoolecho.co.uk/sport/football/football-news/premier-league-forced-release-arsenal-31060534","Premier League forced to release Arsenal statement as Liverpool handed major title race boost","Liverpool Echo","2025-02-22T18:49:00.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iK0NnNUNhRVpyUzBkbFdqVlBibWRUVFJEZ0F4aUFCU2dLTWdhZGM0cEtxUWM=-w200-h112-p-df-rw"
"https://www.standard.co.uk/sport/football/arsenal-fc-premier-league-fixtures-liverpool-title-race-b1212793.html","Arsenal's fixtures compared to Liverpool's after title race twist","Evening Standard","2025-02-24T13:25:36.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iK0NnNHRlRFppWTNsbWR6Rm9ObEZuVFJDMkF4aTlCU2dLTWdZTlFwUkxJUWs=-w200-h112-p-df-rw"
"https://metro.co.uk/2025/02/23/gary-neville-predicts-clubs-will-finish-premier-league-top-five-22612004/","Gary Neville predicts which clubs will finish in Premier League top five","Metro.co.uk","2025-02-23T21:26:00.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iK0NnNUtSVFZ0VWpoRU4xTmhYMHRZVFJERUF4aW1CU2dLTWdhbFZZcnNKUWc=-w200-h112-p-df-rw"
"https://www.bbc.co.uk/sport/football/live/cvg1wgv2vgqt","Live: Premier League reaction and news conferences: Liverpool beat Man City; Chelsea, Fulham, Brighton","BBC","2025-02-24T14:26:42.000Z","News about Premier League • Liverpool","Premier league","GB","https://news.google.com/api/attachments/CC8iMkNnNTBObGRCZUhSeWIwSTBVSEpEVFJDZkF4ampCU2dLTWdzQklLQjRsR3B6cGpxeXNR=-w64-h64-p-df-rw"
"https://www.bbc.co.uk/sport/football/live/c15qglpgxkgt","Premier League LIVE: Manchester City vs Liverpool - score & live updates","BBC","2025-02-23T21:27:44.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iI0NnNVBMV3h3YWxsMGNtUlVlWFJOVFJEY0FoanJCQ2dLTWdB=-w200-h112-p-df-rw"
"https://www.bbc.com/sport/football/articles/c7981dr821wo","Troy Deeney's Team of the Week: Ibrahima Konate, Bryan Mbeumo, Brennan Johnson, Lewis Miley","BBC.com","2025-02-23T20:01:11.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iMkNnNVpXakpTTTFad1UwRjVRMjlOVFJDZkF4ampCU2dLTWdzSklvYW1HbXFodG1nUHdR=-w200-h112-p-df-rw"
"https://www.bbc.co.uk/sport/football/videos/c337d45vp8jo","Man City 0-2 Liverpool: Arne Slot post match interview","BBC","2025-02-23T19:54:22.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iK0NnNUZaRU5UYTJSTFRrMUxTbWRpVFJDREF4aXdCU2dLTWdZbFZZanNLUVk=-w200-h112-p-df-rw"
"https://www.premierleague.com/news/4255837","Scout Selection: Best Fantasy team for Gameweek 27","Premier League","2025-02-24T14:17:43.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iI0NnNXdNM05FU0ZBdGEzcHNZVlZzVFJDcUFSaXBBaWdCTWdB=-w200-h112-p-df-rw"
"https://www.yorkshireeveningpost.co.uk/sport/football/leeds-united/i-took-leeds-united-to-the-champions-league-semi-finals-their-premier-league-return-would-be-great-5004778","O'Leary backs Premier League return for 'flying' Leeds","Yorkshire Evening Post","2025-02-24T14:25:00.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iMkNnNUpZMGc1U3pOUk9GVjNOell5VFJDZUF4amtCU2dLTWd1QkVZWU5IZWlZN2xnTlpB=-w200-h112-p-df-rw"
"https://www.bbc.co.uk/sport/football/live/cr42lr7nn4gt","Manchester United vs Ipswich Town: Premier League preview, team news, stats & head-to-head","BBC","2025-02-24T18:49:08.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iK0NnNXFjaTFOVmtOaVVVdE5SVTR0VFJDdUJCaW1CQ2dLTWdZZE5JaU1wUVk=-w200-h112-p-df-rw"
"https://www.thechelseachronicle.com/columnist/three-midfielders-chelsea-should-now-target-after-kobbie-mainoo-update-including-premier-league-star-on-a-par-with-moises-caicedo/","Three midfielders Chelsea should now target after Kobbie Mainoo update, including Premier League star 'on a par' with Moises Caicedo","The Chelsea Chronicle - Chelsea FC News","2025-02-24T17:15:00.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iI0NnNWlTekJNUWt4RVUwNTFUR2R0VFJEVUF4aVBCU2dLTWdB=-w200-h112-p-df-rw"
"https://www.bbc.com/sport/football/articles/c9q4v10d0y1o","Premier League predictions: Chris Sutton v singer and Chelsea fan Paige Cavell","BBC.com","2025-02-24T17:52:19.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iL0NnNVpjVlYwYUhaa2EwTlJTM2RTVFJDZkF4ampCU2dLTWdtSk1vUWxWcUtwaHdJ=-w200-h112-p-df-rw"
"https://www.chroniclelive.co.uk/sport/football/football-news/former-newcastle-united-boss-brutal-31071185","Former Newcastle United boss in brutal axe by Premier League club after 80-word statement","Chronicle Live","2025-02-24T15:00:00.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iK0NnNUZRVEYzT1hSNGJFbE9RMlJVVFJEZ0F4aUFCU2dLTWdaSlFvcjBvQWc=-w200-h112-p-df-rw"
"https://theanalyst.com/2025/02/which-premier-league-clubs-will-qualify-champions-league-opta-predictions","Which Premier League Clubs Will Qualify for the 2025-26 Champions League? The Opta Supercomputer Predictions","The Analyst","2025-02-24T13:51:29.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iL0NnNXJkRlpFV0c5blRtMUZNMEY1VFJDSEF4aVBCaWdLTWdrTk1ZWUpUYVFwaHdJ=-w200-h112-p-df-rw"
"https://www.manchestereveningnews.co.uk/sport/football/football-news/premier-league-confirm-andy-madley-31070280","Premier League confirm Andy Madley and Matt Donohue decision after Man United VAR controversy","Manchester Evening News","2025-02-24T16:00:00.000Z","Everton vs Manchester United","Premier league","GB","https://news.google.com/api/attachments/CC8iI0NnNWhOVVJvU2t0UlJXdEpWMTlPVFJEZ0F4aUFCU2dLTWdB=-w64-h64-p-df-rw"
"https://metro.co.uk/2025/02/24/paul-merson-claims-chelsea-sack-enzo-maresca-within-two-weeks-22616043/","Paul Merson claims Chelsea could SACK Enzo Maresca within two weeks","Metro.co.uk","2025-02-24T16:42:00.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iK0NnNUJWMjAyU3pRNGJ6WTBZbVUzVFJERUF4aW1CU2dLTWdZdGhZeXV0UVU=-w200-h112-p-df-rw"
"https://www.football365.com/news/opinion-premier-league-winners-losers-liverpool-newcastle-villa-spurs","Arsenal hand perfect gift to Liverpool and Newcastle","Football365","2025-02-24T15:27:22.000Z","News about Aston Villa","Premier league","GB","https://news.google.com/api/attachments/CC8iK0NnNVNXbTg1WDBKcFoxZDBSVGRHVFJDb0FSaXNBaWdCTWdZRkVKaXRFUW8=-w64-h64-p-df-rw"
"https://www.bbc.com/sport/football/live/c98307zjjdnt","Premier League LIVE: Everton v Man Utd plus six other fixtures - radio commentary, score & text updates","BBC.com","2025-02-22T17:09:33.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iK0NnNTNkelp5Wm5salJFNHpUalZCVFJDZkF4ampCU2dLTWdhVkFvb3FqZ28=-w200-h112-p-df-rw"
"https://tbrfootball.com/daniel-levy-ally-linked-with-3-75bn-tottenham-takeover-blasts-cowboy-premier-league-club-owner/","Daniel Levy ally linked with £3.75bn Tottenham takeover blasts 'cowboy' Premier League club owner","TBR Football","2025-02-24T17:45:00.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iK0NnNXJhbTR3YW01eVFXc3RaVTlyVFJDZkF4ampCU2dLTWdhRlVJd0Vvd2c=-w200-h112-p-df-rw"
"https://www.theguardian.com/football/live/2025/feb/16/liverpool-v-wolves-premier-league-live","Liverpool 2-1 Wolves: Premier League – as it happened","The Guardian","2025-02-16T08:00:00.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iL0NnNVZjbU54U3pWdFdUVm9kMGRIVFJDWEFoalJBeWdLTWdrVlVvaE5wYVdhS3dJ=-w200-h112-p-df-rw"
"https://www.rousingthekop.com/2025/02/24/how-many-goals-and-assists-mo-salah-needs-to-make-premier-league-history-in-the-last-11-games-of-the-season/","How many goals and assists Mo Salah needs to make Premier League history in the last 11 games of the season","Rousing The Kop","2025-02-24T10:30:00.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iK0NnNVpSMm80TkUxSmFsbHpkemxhVFJEVkF4aU9CU2dLTWdZWlpZak1yUVU=-w200-h112-p-df-rw"
"https://www.bbc.com/sport/football/articles/cvgp7j3ry2go","Champions League qualification: How Premier League race stands and why England could get five spots","BBC.com","2025-02-22T20:36:29.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iMkNnNWZZa2R0Yms5aU1GaDBlbWxDVFJDZkF4ampCU2dLTWdzQlFKaVlLS2hyYVVvd29n=-w200-h112-p-df-rw"
"https://www.skysports.com/premier-league-highlights/video/36504/13315883/man-city-0-2-liverpool-premier-league-highlights","Man City 0-2 Liverpool | Premier League highlights","Sky Sports","2025-02-23T18:39:09.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iK0NnNXpMWE13VGxweFlXeFdOa3BIVFJEZ0F4aUFCU2dLTWdZQk1KSkJId2c=-w200-h112-p-df-rw"
"https://www.nottinghampost.com/sport/football/football-news/huge-premier-league-decision-made-9970454","Huge Premier League decision made ahead of Nottingham Forest vs Arsenal after VAR drama","Nottinghamshire Live","2025-02-24T15:45:18.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iI0NnNVplRTFQUjNZM1VWcGphak5GVFJEZ0F4aUFCU2dLTWdB=-w200-h112-p-df-rw"
"https://www.nytimes.com/athletic/6156082/2025/02/24/manchester-united-redundancies-cuts-explained/","Manchester United confirm up to 200 redundancies: Why Premier League club are cutting costs again","The Athletic","2025-02-24T13:00:36.000Z","Everton vs Manchester United","Premier league","GB","https://news.google.com/api/attachments/CC8iI0NnNWthVmR3ZEZsRmEzSjBWSGhaVFJERUF4aW5CU2dLTWdB=-w64-h64-p-df-rw"
"https://www.theguardian.com/football/2025/jan/14/premier-league-top-scorers-2024-25-who-is-leading-race-for-golden-boot","Premier League top scorers 2024-25: who is leading race for Golden Boot?","The Guardian","2025-01-14T08:00:00.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iL0NnNHdWakJuZUVoaFNFMXVVekJoVFJDWEFoalJBeWdLTWdrRnNJckZ2bVVlclFF=-w200-h112-p-df-rw"
"https://www.skysports.com/football/news/11095/13313787/marco-asensio-interview-aston-villa-playmaker-on-adding-experience-playing-as-a-no-10-and-why-unai-emery-is-so-good","Marco Asensio interview: Aston Villa playmaker on adding experience, playing as a No 10 and why Unai Emery is so good","Sky Sports","2025-02-24T15:01:59.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iK0NnNXVhM0Y1U1VWalYyNXpOekJ6VFJDZkF4ampCU2dLTWdhVk01eUltZ2s=-w200-h112-p-df-rw"
"https://www.bbc.com/sport/football/articles/ckg8j5zn6k6o","Premier League title race: Liverpool eight points clear of Arsenal - run-in, fixtures, predictions","BBC.com","2025-02-19T23:35:06.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iK0NnNU9Rbll3ZFhkcE9FODRibmt4VFJDZkF4ampCU2dLTWdZbEZwanNGUW8=-w200-h112-p-df-rw"
"https://www.dailymail.co.uk/sport/football/article-14429341/Ruben-Amorim-problem-Chelsea-failure-Premier-League-things-learned.html","The big Man United problem Ruben Amorim MUST fix","Daily Mail","2025-02-24T12:00:20.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iK0NnNU1SVTlUVURkNVdqTmplbVZMVFJELUFoajhCQ2dLTWdZQklZNjJFQXM=-w200-h112-p-df-rw"
"https://www.liverpoolecho.co.uk/sport/football/football-news/liverpool-could-mathematically-clinch-premier-31064147","When Liverpool could mathematically clinch Premier League title as Arsenal face Anfield humiliation","Liverpool Echo","2025-02-23T18:29:00.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iK0NnNHlVR0ZLZFhVMFRGTnpiakJxVFJEZ0F4aUFCU2dLTWdhSlFJNjFvQWc=-w200-h112-p-df-rw"
"https://www.theguardian.com/football/2025/feb/24/chelsea-cole-palmer-enzo-maresca-premier-league-champions-league-qualification","Rudderless Chelsea’s sustained slump risks making Cole Palmer restless","The Guardian","2025-02-24T15:05:00.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iK0NnNU5OV1pGUkRsM1pHOUNMVXR0VFJDWEFoalJBeWdLTWdheElvb1RGUW8=-w200-h112-p-df-rw"
"https://www.independent.co.uk/sport/football/liverpool-premier-league-title-win-date-b2703424.html","When can Liverpool win the Premier League title?","The Independent","2025-02-24T11:49:00.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iK0NnNDFTekV3WjJzM2JqZEJjM3AzVFJDNkF4aTJCU2dLTWdhRmNKSkZxZ2M=-w200-h112-p-df-rw"
"https://www.thisisanfield.com/2025/02/liverpool-will-play-seven-of-their-final-11-premier-league-games-at-anfield/","Liverpool will play SEVEN of their final 11 Premier League games at Anfield - Liverpool FC","This Is Anfield","2025-02-24T10:07:06.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iK0NnNURVVU5tY1ZwcVVsSjZOVWxTVFJERUF4aW5CU2dLTWdZQlFvcm9LQWc=-w200-h112-p-df-rw"
"https://www.football.london/arsenal-fc/news/premier-league-make-huge-arsenal-31070213","Premier League make huge Arsenal vs Nottingham Forest decision after VAR drama","Football.London","2025-02-24T14:30:00.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iI0NnNVljRE5sYVY5UE1XUTBiMFpMVFJEZ0F4aUFCU2dLTWdB=-w200-h112-p-df-rw"
"https://www.bbc.com/sport/football/articles/c778jrzy5vno","Liverpool win at Manchester City is result that seals the title","BBC.com","2025-02-23T21:33:43.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iK0NnNHRaRTkxTkU0eE9DMHRjSGR3VFJDZkF4amlCU2dLTWdhVlJvcHBvZ2M=-w200-h112-p-df-rw"
"https://www.dailymail.co.uk/sport/football/article-14430679/Liverpools-Nike-Premier-League-Arne-Slot.html","Revealed: Liverpool's massive Nike bonus for winning the Premier League - as Arne Slot's side open up an 11-po","Daily Mail","2025-02-24T16:42:24.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iK0NnNDBkMVJuZWpWVVRGUTVkbG95VFJDZkF4ampCU2dLTWdZWlFvcnJJQWM=-w200-h112-p-df-rw"
"https://www.bbc.co.uk/sport/football/live/cyv4835mzp6t","Arsenal 5-1 Manchester City: Teenagers Nwaneri & Lewis-Skelly score as Gunners run riot","BBC","2025-02-02T08:00:00.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iK0NnNUJZMDQyTTFsT1VFODRaa05zVFJDZkF4amlCU2dLTWdZUklJcUdFZ28=-w200-h112-p-df-rw"
"https://www.dailymail.co.uk/sport/football/article-14427269/Man-City-0-2-Liverpool-PLAYER-RATINGS-Premier-League.html","Man City 0-2 Liverpool PLAYER RATINGS: Which legend had a STINKER?","Daily Mail","2025-02-23T18:38:51.000Z","Top News","Premier league","GB","https://news.google.com/api/attachments/CC8iK0NnNVJhbEV5VFdKTlRUQk1aMWR6VFJELUFoajhCQ2dLTWdhRkVJQmpGQXM=-w200-h112-p-df-rw"
